id,x,y
13959,536,409
13960,466,455
13961,523,412
13962,357,419
13963,368,462
13964,419,440
13965,352,484
13966,546,359
13967,482,515
13968,428,431
13969,527,378
13970,560,408
13971,462,525
13972,398,559
13973,566,370
13974,420,370
13975,529,429
13976,473,515
13977,503,352
13978,566,412
13979,500,474
13980,376,450
13981,444,483
13982,542,525
13983,373,461
13984,374,460
13985,561,456
13986,363,417
13987,386,532
13988,376,354
13989,456,430
13990,557,410
13991,519,506
13992,376,458
13993,376,402
13994,494,517
13995,376,548
13996,376,444
13997,444,500
13998,373,412
13999,542,378
14000,527,514
14001,436,527
14002,521,475
14003,559,395
14004,548,519
14005,402,561
14006,422,474
14007,555,519
14008,480,563
14009,507,412
14010,363,566
14011,363,525
14012,407,510
14013,504,531
14014,382,470
14015,394,366
14016,527,368
14017,465,558
14018,357,469
14019,507,438
14020,483,376
14021,397,357
14022,505,551
14023,494,352
14024,440,456
14025,417,560
14026,395,556
14027,360,506
14028,376,506
14029,536,517
14030,463,500
14031,392,465
14032,426,350
14033,492,400
14034,465,387
14035,489,535
14036,514,517
14037,506,391
14038,374,418
14039,534,434
14040,535,483
14041,561,391
14042,504,507
14043,564,454
14044,369,457
14045,527,553
14046,567,553
14047,431,511
14048,515,484
14049,388,353
14050,556,544
14051,432,506
14052,567,563
14053,400,421
14054,419,538
14055,558,553
14056,368,352
14057,503,387
14058,488,527
14059,427,496
14060,410,557
14061,428,360
14062,373,517
14063,460,495
14064,412,442
14065,431,497
14066,391,438
14067,452,531
14068,465,374
14069,513,507
14070,438,473
14071,473,479
14072,526,366
14073,553,492
14074,538,423
14075,492,566
14076,404,444
14077,456,460
14078,553,391
14079,387,383
14080,479,484
14081,546,432
14082,546,367
14083,388,500
14084,460,507
14085,425,520
14086,553,395
14087,397,458
14088,479,503
14089,373,506
14090,378,426
14091,554,457
14092,357,516
14093,465,483
14094,537,561
14095,357,554
14096,568,418
14097,438,556
14098,354,481
14099,395,512
14100,569,465
14101,561,412
14102,461,548
14103,402,387
14104,415,360
14105,524,461
14106,360,543
14107,436,559
14108,376,489
14109,538,542
14110,388,370
14111,391,566
14112,362,570
14113,461,507
14114,497,350
14115,507,493
14116,492,500
14117,510,563
14118,542,559
14119,515,519
14120,556,431
14121,517,460
14122,481,361
14123,376,434
14124,536,525
14125,373,450
14126,517,462
14127,561,506
14128,373,565
14129,432,471
14130,525,408
14131,423,527
14132,545,520
14133,527,376
14134,555,366
14135,487,444
14136,506,492
14137,507,565
14138,417,500
14139,451,402
14140,438,521
14141,389,505
14142,402,374
14143,388,438
14144,480,540
14145,487,462
14146,436,431
14147,436,484
14148,493,451
14149,376,471
14150,460,465
14151,531,539
14152,438,444
14153,568,541
14154,524,514
14155,438,500
14156,475,514
14157,444,415
14158,374,561
14159,417,421
14160,553,506
14161,511,456
14162,353,537
14163,456,462
14164,400,514
14165,391,465
14166,470,547
14167,436,492
14168,507,515
14169,531,519
14170,538,492
14171,382,555
14172,389,380
14173,434,490
14174,540,469
14175,413,402
14176,412,378
14177,496,488
14178,545,456
14179,516,554
14180,539,366
14181,481,522
14182,424,381
14183,373,391
14184,497,483
14185,353,475
14186,546,497
14187,554,469
14188,393,501
14189,523,475
14190,394,438
14191,387,506
14192,428,408
14193,475,452
14194,373,525
14195,378,513
14196,350,397
14197,396,548
14198,475,400
14199,524,408
14200,497,438
14201,460,508
14202,559,402
14203,434,431
14204,419,484
14205,453,498
14206,438,456
14207,400,559
14208,417,376
14209,525,367
14210,541,432
14211,408,419
14212,452,465
14213,173,34
14214,555,510
14215,456,373
14216,413,465
14217,510,354
14218,366,520
14219,374,514
14220,505,516
14221,493,512
14222,515,409
14223,435,459
14224,547,557
14225,352,494
14226,537,395
14227,417,408
14228,376,545
14229,567,423
14230,525,548
14231,520,517
14232,461,413
14233,497,557
14234,512,395
14235,445,500
14236,422,419
14237,475,428
14238,532,437
14239,528,412
14240,570,520
14241,374,520
14242,548,474
14243,543,355
14244,438,446
14245,414,513
14246,378,461
14247,544,507
14248,428,473
14249,498,453
14250,484,375
14251,504,426
14252,500,368
14253,542,508
14254,492,544
14255,512,398
14256,465,495
14257,563,434
14258,493,430
14259,458,391
14260,524,515
14261,417,438
14262,465,500
14263,353,500
14264,397,419
14265,363,542
14266,475,392
14267,463,519
14268,563,500
14269,542,524
14270,493,539
14271,353,561
14272,372,444
14273,569,514
14274,525,514
14275,520,438
14276,483,374
14277,387,408
14278,545,558
14279,547,519
14280,458,490
14281,561,471
14282,469,553
14283,436,561
14284,457,369
14285,515,492
14286,531,450
14287,414,556
14288,475,561
14289,412,422
14290,527,524
14291,414,480
14292,402,508
14293,506,373
14294,497,555
14295,410,547
14296,374,569
14297,495,465
14298,378,484
14299,483,494
14300,451,420
14301,411,498
14302,513,436
14303,430,484
14304,370,563
14305,496,482
14306,424,509
14307,463,452
14308,545,536
14309,515,394
14310,414,378
14311,507,451
14312,460,524
14313,368,404
14314,535,463
14315,452,544
14316,520,542
14317,548,515
14318,506,460
14319,475,390
14320,475,432
14321,414,427
14322,456,484
14323,531,489
14324,493,559
14325,392,500
14326,436,563
14327,372,547
14328,455,553
14329,496,515
14330,414,400
14331,559,438
14332,514,370
14333,561,461
14334,519,463
14335,507,470
14336,434,412
14337,485,397
14338,450,376
14339,376,567
14340,360,567
14341,495,514
14342,428,484
14343,463,531
14344,376,520
14345,496,376
14346,479,542
14347,450,463
14348,479,515
14349,526,363
14350,570,497
14351,561,398
14352,434,458
14353,370,540
14354,514,417
14355,492,391
14356,474,382
14357,493,353
14358,483,414
14359,548,438
14360,419,526
14361,381,419
14362,418,547
14363,396,422
14364,395,536
14365,479,417
14366,376,397
14367,510,513
14368,542,500
14369,422,360
14370,483,542
14371,415,444
14372,496,434
14373,513,408
14374,455,500
14375,397,570
14376,558,402
14377,440,479
14378,542,463
14379,361,555
14380,524,460
14381,497,355
14382,362,460
14383,469,505
14384,452,506
14385,567,471
14386,475,492
14387,428,515
14388,493,445
14389,355,519
14390,368,378
14391,506,553
14392,362,560
14393,497,526
14394,531,455
14395,548,388
14396,497,500
14397,412,352
14398,440,484
14399,536,408
14400,501,476
14401,489,519
14402,487,409
14403,436,402
14404,542,366
14405,500,547
14406,519,481
14407,419,368
14408,349,508
14409,434,517
14410,352,493
14411,475,496
14412,397,369
14413,432,513
14414,557,452
14415,445,487
14416,357,477
14417,510,407
14418,536,494
14419,494,375
14420,505,509
14421,555,489
14422,368,500
14423,526,368
14424,417,508
14425,566,484
14426,455,497
14427,455,561
14428,559,507
14429,560,460
14430,412,456
14431,570,460
14432,514,566
14433,426,471
14434,545,559
14435,538,526
14436,374,527
14437,525,559
14438,352,479
14439,374,483
14440,490,458
14441,373,566
14442,492,538
14443,544,444
14444,398,395
14445,536,511
14446,432,555
14447,370,471
14448,404,494
14449,367,359
14450,432,422
14451,503,368
14452,439,514
14453,545,497
14454,376,546
14455,493,421
14456,363,565
14457,568,522
14458,397,477
14459,545,543
14460,561,524
14461,407,490
14462,520,523
14463,517,479
14464,556,475
14465,540,560
14466,487,445
14467,482,363
14468,441,393
14469,557,519
14470,525,524
14471,465,431
14472,463,507
14473,367,355
14474,353,524
14475,463,355
14476,456,497
14477,432,514
14478,559,483
14479,423,517
14480,564,441
14481,510,360
14482,559,527
14483,417,445
14484,457,397
14485,361,531
14486,487,353
14487,505,457
14488,392,487
14489,489,354
14490,555,452
14491,532,467
14492,355,475
14493,544,418
14494,419,551
14495,503,431
14496,419,488
14497,500,416
14498,456,511
14499,374,363
14500,428,423
14501,423,465
14502,567,374
14503,412,417
14504,553,471
14505,523,388
14506,395,517
14507,517,439
14508,547,474
14509,451,513
14510,374,563
14511,517,515
14512,369,477
14513,521,500
14514,527,525
14515,450,547
14516,414,434
14517,538,444
14518,389,369
14519,405,376
14520,551,554
14521,486,516
14522,391,544
14523,517,561
14524,374,475
14525,544,514
14526,567,525
14527,354,450
14528,517,497
14529,520,394
14530,525,483
14531,512,428
14532,423,523
14533,563,508
14534,512,404
14535,402,397
14536,442,439
14537,389,397
14538,362,535
14539,484,566
14540,517,536
14541,407,533
14542,398,538
14543,453,443
14544,548,410
14545,535,362
14546,559,515
14547,361,470
14548,417,514
14549,465,544
14550,350,484
14551,513,525
14552,375,368
14553,400,419
14554,387,400
14555,378,542
14556,363,553
14557,360,561
14558,460,353
14559,396,367
14560,402,567
14561,517,507
14562,556,445
14563,376,431
14564,544,360
14565,484,515
14566,444,531
14567,544,366
14568,538,395
14569,422,359
14570,414,515
14571,369,378
14572,555,360
14573,513,479
14574,465,428
14575,396,557
14576,491,502
14577,513,395
14578,530,372
14579,455,372
14580,479,395
14581,521,544
14582,563,407
14583,503,517
14584,439,376
14585,426,525
14586,354,470
14587,561,536
14588,367,546
14589,520,513
14590,544,561
14591,391,491
14592,414,394
14593,431,482
14594,555,458
14595,398,352
14596,506,370
14597,462,536
14598,369,424
14599,414,475
14600,419,536
14601,508,478
14602,353,483
14603,421,545
14604,506,397
14605,395,404
14606,518,516
14607,551,459
14608,528,407
14609,497,525
14610,376,515
14611,402,563
14612,561,387
14613,522,504
14614,500,404
14615,363,482
14616,365,408
14617,561,378
14618,444,507
14619,465,535
14620,422,414
14621,465,567
14622,465,526
14623,563,475
14624,370,417
14625,531,500
14626,493,497
14627,362,463
14628,404,515
14629,567,439
14630,353,526
14631,479,473
14632,458,407
14633,354,555
14634,475,521
14635,414,173
14636,503,559
14637,514,353
14638,434,515
14639,404,561
14640,408,375
14641,471,553
14642,390,450
14643,511,479
14644,566,394
14645,402,428
14646,400,428
14647,353,542
14648,419,475
14649,490,491
14650,456,512
14651,537,566
14652,553,438
14653,397,523
14654,560,417
14655,507,444
14656,355,489
14657,433,350
14658,434,534
14659,391,423
14660,503,416
14661,440,408
14662,367,376
14663,531,568
14664,432,430
14665,428,523
14666,471,373
14667,551,419
14668,482,553
14669,503,542
14670,376,395
14671,493,366
14672,497,430
14673,561,559
14674,526,538
14675,572,467
14676,473,483
14677,492,352
14678,513,432
14679,500,373
14680,544,492
14681,553,520
14682,563,397
14683,424,516
14684,566,483
14685,367,504
14686,395,436
14687,374,417
14688,519,548
14689,475,403
14690,565,475
14691,559,514
14692,424,554
14693,34,173
14694,372,558
14695,519,350
14696,514,570
14697,394,559
14698,481,367
14699,536,538
14700,460,360
14701,463,418
14702,497,545
14703,463,555
14704,370,415
14705,359,530
14706,360,428
14707,446,438
14708,566,434
14709,561,513
14710,432,545
14711,368,371
14712,553,560
14713,432,363
14714,439,507
14715,515,414
14716,517,465
14717,466,504
14718,422,555
14719,368,398
14720,531,470
14721,370,388
14722,415,445
14723,566,430
14724,566,378
14725,398,412
14726,513,431
14727,391,487
14728,510,528
14729,397,389
14730,514,503
14731,527,412
14732,428,479
14733,416,563
14734,650,647
14735,461,544
14736,614,515
14737,363,348
14738,436,428
14739,400,591
14740,636,630
14741,500,428
14742,524,553
14743,561,651
14744,597,619
14745,664,666
14746,606,438
14747,363,370
14748,556,373
14749,665,583
14750,633,680
14751,434,566
14752,651,604
14753,556,683
14754,630,609
14755,376,475
14756,524,566
14757,465,436
14758,515,580
14759,632,647
14760,553,483
14761,636,579
14762,643,681
14763,577,578
14764,428,606
14765,395,376
14766,663,596
14767,475,676
14768,400,395
14769,683,376
14770,583,635
14771,671,483
14772,492,591
14773,567,542
14774,492,637
14775,579,609
14776,577,583
14777,680,666
14778,636,684
14779,647,627
14780,544,553
14781,422,412
14782,558,348
14783,589,684
14784,685,575
14785,566,515
14786,623,625
14787,438,524
14788,646,651
14789,654,611
14790,438,431
14791,600,582
14792,654,589
14793,559,378
14794,567,370
14795,596,604
14796,559,553
14797,619,612
14798,373,436
14799,644,588
14800,599,662
14801,645,671
14802,513,395
14803,654,617
14804,559,475
14805,544,483
14806,582,577
14807,636,678
14808,465,683
14809,651,513
14810,556,395
14811,640,578
14812,363,461
14813,566,107
14814,394,492
14815,395,567
14816,592,603
14817,395,370
14818,363,514
14819,591,483
14820,619,630
14821,370,646
14822,500,363
14823,465,395
14824,600,615
14825,422,620
14826,680,579
14827,506,475
14828,423,461
14829,542,400
14830,423,604
14831,438,645
14832,378,492
14833,556,500
14834,601,422
14835,669,671
14836,483,514
14837,665,628
14838,348,480
14839,107,629
14840,363,492
14841,391,563
14842,645,634
14843,395,423
14844,483,671
14845,590,680
14846,544,566
14847,630,663
14848,514,400
14849,615,643
14850,685,618
14851,567,412
14852,515,434
14853,643,582
14854,524,475
14855,587,634
14856,173,348
14857,496,378
14858,566,544
14859,666,553
14860,603,623
14861,651,634
14862,615,627
14863,641,378
14864,553,645
14865,683,373
14866,483,641
14867,632,582
14868,599,665
14869,483,566
14870,575,612
14871,566,561
14872,428,559
14873,661,583
14874,515,637
14875,524,370
14876,670,635
14877,578,665
14878,173,649
14879,630,672
14880,378,566
14881,637,601
14882,395,436
14883,436,395
14884,573,605
14885,678,630
14886,423,506
14887,683,651
14888,596,620
14889,603,611
14890,599,615
14891,653,461
14892,614,513
14893,592,575
14894,391,428
14895,617,630
14896,641,400
14897,544,475
14898,614,606
14899,630,655
14900,434,563
14901,514,374
14902,626,664
14903,496,669
14904,636,685
14905,428,641
14906,601,513
14907,400,651
14908,348,567
14909,422,609
14910,378,465
14911,563,544
14912,431,492
14913,428,553
14914,579,685
14915,677,579
14916,422,644
14917,630,573
14918,685,588
14919,544,394
14920,475,542
14921,590,579
14922,431,395
14923,566,567
14924,605,619
14925,492,363
14926,653,672
14927,492,412
14928,428,427
14929,378,524
14930,644,636
14931,348,400
14932,609,620
14933,544,363
14934,628,665
14935,645,669
14936,580,566
14937,500,556
14938,616,684
14939,553,666
14940,483,431
14941,663,422
14942,670,595
14943,669,376
14944,370,542
14945,592,644
14946,618,653
14947,438,606
14948,584,630
14949,513,544
14950,647,662
14951,644,601
14952,678,612
14953,683,400
14954,617,592
14955,515,374
14956,646,423
14957,422,348
14958,664,653
14959,563,556
14960,591,363
14961,619,598
14962,428,513
14963,658,661
14964,500,431
14965,611,597
14966,616,678
14967,644,630
14968,643,665
14969,553,428
14970,597,573
14971,580,637
14972,573,630
14973,500,566
14974,675,576
14975,616,623
14976,428,609
14977,567,492
14978,650,600
14979,641,629
14980,506,465
14981,636,633
14982,575,579
14983,400,567
14984,461,559
14985,370,348
14986,483,370
14987,635,681
14988,665,647
14989,670,675
14990,483,378
14991,412,395
14992,628,599
14993,394,475
14994,662,665
14995,645,544
14996,506,604
14997,619,633
14998,662,615
14999,428,594
15000,626,644
15001,670,647
15002,685,592
15003,492,561
15004,370,506
15005,669,391
15006,374,559
15007,561,567
15008,617,626
15009,583,658
15010,680,644
15011,391,637
15012,573,633
15013,561,669
15014,635,670
15015,373,544
15016,475,438
15017,658,583
15018,373,378
15019,492,394
15020,475,544
15021,563,604
15022,601,483
15023,677,598
15024,373,376
15025,428,400
15026,506,563
15027,630,644
15028,670,582
15029,559,436
15030,622,623
15031,567,566
15032,567,645
15033,653,573
15034,685,678
15035,465,542
15036,650,577
15037,363,566
15038,373,475
15039,483,567
15040,513,492
15041,627,659
15042,583,627
15043,645,438
15044,605,630
15045,683,553
15046,605,589
15047,666,370
15048,378,423
15049,630,616
15050,600,576
15051,492,676
15052,669,559
15053,644,633
15054,428,395
15055,378,561
15056,631,584
15057,492,542
15058,661,595
15059,683,395
15060,567,465
15061,637,496
15062,370,461
15063,391,492
15064,651,431
15065,658,582
15066,614,524
15067,423,646
15068,391,373
15069,590,567
15070,483,500
15071,412,676
15072,438,428
15073,654,598
15074,465,580
15075,625,579
15076,378,370
15077,556,423
15078,658,615
15079,578,647
15080,422,561
15081,685,636
15082,374,683
15083,680,611
15084,378,434
15085,592,588
15086,622,663
15087,492,524
15088,423,391
15089,604,436
15090,374,370
15091,412,436
15092,461,483
15093,672,620
15094,576,675
15095,373,513
15096,678,422
15097,628,583
15098,506,500
15099,376,676
15100,391,500
15101,590,633
15102,586,646
15103,506,496
15104,682,592
15105,605,592
15106,461,669
15107,579,590
15108,665,643
15109,630,685
15110,617,573
15111,681,577
15112,683,436
15113,677,626
15114,645,461
15115,619,573
15116,556,563
15117,597,623
15118,395,678
15119,563,378
15120,428,465
15121,378,394
15122,599,681
15123,514,483
15124,600,661
15125,637,515
15126,400,561
15127,591,587
15128,391,580
15129,436,412
15130,513,348
15131,604,438
15132,578,576
15133,422,614
15134,627,582
15135,664,592
15136,492,438
15137,619,623
15138,680,617
15139,436,637
15140,475,461
15141,635,661
15142,633,597
15143,563,436
15144,492,436
15145,591,395
15146,606,428
15147,641,373
15148,573,654
15149,622,573
15150,422,601
15151,675,665
15152,588,579
15153,633,619
15154,524,412
15155,684,589
15156,612,575
15157,492,669
15158,634,645
15159,475,514
15160,575,592
15161,597,684
15162,627,595
15163,606,559
15164,656,580
15165,614,553
15166,427,563
15167,578,643
15168,609,644
15169,573,684
15170,575,654
15171,626,605
15172,619,617
15173,506,461
15174,373,500
15175,567,651
15176,609,579
15177,436,646
15178,620,672
15179,678,618
15180,438,391
15181,423,370
15182,506,412
15183,604,563
15184,626,579
15185,376,513
15186,647,599
15187,591,604
15188,672,630
15189,634,587
15190,567,610
15191,609,630
15192,422,604
15193,681,583
15194,611,618
15195,676,438
15196,659,615
15197,598,625
15198,577,661
15199,514,363
15200,373,567
15201,681,599
15202,431,438
15203,373,483
15204,378,506
15205,620,553
15206,573,622
15207,542,483
15208,483,438
15209,641,580
15210,637,580
15211,506,395
15212,544,506
15213,669,461
15214,596,630
15215,431,373
15216,618,616
15217,579,589
15218,579,611
15219,578,658
15220,412,561
15221,682,588
15222,370,428
15223,348,34
15224,614,645
15225,400,434
15226,391,559
15227,513,506
15228,438,394
15229,675,661
15230,513,651
15231,590,524
15232,434,412
15233,603,684
15234,461,591
15235,559,544
15236,620,422
15237,600,640
15238,573,677
15239,604,428
15240,593,412
15241,646,370
15242,553,370
15243,578,595
15244,684,597
15245,428,561
15246,588,678
15247,658,640
15248,400,637
15249,618,682
15250,374,515
15251,513,559
15252,665,650
15253,580,542
15254,400,431
15255,412,422
15256,374,376
15257,678,596
15258,677,597
15259,612,636
15260,596,663
15261,107,483
15262,395,561
15263,506,374
15264,431,376
15265,591,475
15266,610,513
15267,436,553
15268,561,374
15269,622,616
15270,675,599
15271,647,632
15272,513,515
15273,422,636
15274,438,370
15275,583,628
15276,348,556
15277,659,662
15278,506,400
15279,363,373
15280,597,422
15281,556,431
15282,620,395
15283,579,625
15284,650,582
15285,584,639
15286,654,623
15287,506,645
15288,625,619
15289,604,513
15290,590,623
15291,461,378
15292,641,492
15293,675,670
15294,400,676
15295,438,561
15296,625,611
15297,657,626
15298,590,373
15299,683,465
15300,589,625
15301,461,567
15302,586,376
15303,573,617
15304,659,635
15305,681,661
15306,431,400
15307,654,592
15308,348,378
15309,618,630
15310,422,654
15311,373,515
15312,675,662
15313,428,669
15314,627,600
15315,506,391
15316,681,647
15317,653,654
15318,657,682
15319,434,348
15320,391,524
15321,412,423
15322,672,678
15323,563,438
15324,500,514
15325,391,513
15326,436,556
15327,611,677
15328,595,650
15329,627,650
15330,566,580
15331,635,640
15332,422,619
15333,622,621
15334,348,563
15335,428,412
15336,609,598
15337,376,514
15338,506,431
15339,647,659
15340,506,591
15341,577,659
15342,561,683
15343,670,577
15344,412,614
15345,625,654
15346,513,428
15347,666,633
15348,579,588
15349,636,620
15350,492,483
15351,483,651
15352,626,592
15353,524,614
15354,436,506
15355,644,609
15356,391,591
15357,553,566
15358,665,659
15359,465,614
15360,373,587
15361,620,678
15362,614,465
15363,684,636
15364,598,677
15365,376,673
15366,391,374
15367,635,599
15368,662,650
15369,400,348
15370,580,500
15371,363,561
15372,657,630
15373,615,670
15374,592,622
15375,559,374
15376,412,558
15377,465,483
15378,513,436
15379,651,645
15380,524,423
15381,666,680
15382,677,603
15383,662,577
15384,514,669
15385,400,436
15386,657,422
15387,653,579
15388,681,662
15389,513,646
15390,678,631
15391,376,652
15392,422,438
15393,500,412
15394,604,637
15395,604,591
15396,654,575
15397,423,561
15398,628,615
15399,559,591
15400,500,348
15401,567,524
15402,573,672
15403,483,465
15404,524,438
15405,553,556
15406,513,373
15407,623,590
15408,544,391
15409,582,635
15410,513,514
15411,500,475
15412,630,653
15413,563,428
15414,542,436
15415,604,378
15416,391,400
15417,400,412
15418,618,685
15419,553,558
15420,542,394
15421,681,640
15422,348,423
15423,644,666
15424,524,374
15425,436,652
15426,636,598
15427,671,645
15428,614,428
15429,591,669
15430,599,640
15431,348,363
15432,579,622
15433,500,423
15434,579,592
15435,391,483
15436,573,636
15437,496,438
15438,567,395
15439,666,654
15440,436,524
15441,556,614
15442,684,592
15443,579,664
15444,412,492
15445,620,579
15446,553,496
15447,583,577
15448,567,590
15449,492,434
15450,589,654
15451,373,370
15452,428,500
15453,561,566
15454,475,566
15455,553,500
15456,395,412
15457,567,373
15458,629,637
15459,559,580
15460,400,475
15461,580,434
15462,422,617
15463,513,580
15464,662,583
15465,412,483
15466,683,461
15467,604,376
15468,614,514
15469,423,637
15470,542,370
15471,438,566
15472,465,391
15473,423,395
15474,566,438
15475,662,628
15476,559,556
15477,500,645
15478,514,431
15479,376,524
15480,609,612
15481,676,566
15482,561,363
15483,654,603
15484,348,394
15485,363,412
15486,651,683
15487,582,659
15488,492,567
15489,609,573
15490,370,544
15491,596,618
15492,623,589
15493,378,591
15494,665,600
15495,412,496
15496,665,578
15497,578,615
15498,614,394
15499,676,412
15500,680,609
15501,373,400
15502,566,348
15503,574,584
15504,573,589
15505,658,632
15506,664,654
15507,524,590
15508,506,513
15509,652,376
15510,617,579
15511,422,596
15512,675,627
15513,559,542
15514,492,376
15515,400,614
15516,438,683
15517,576,661
15518,595,662
15519,395,637
15520,640,643
15521,661,670
15522,391,394
15523,431,428
15524,670,578
15525,524,606
15526,363,436
15527,438,492
15528,647,681
15529,436,475
15530,567,580
15531,623,616
15532,395,683
15533,556,559
15534,582,675
15535,566,436
15536,436,496
15537,678,616
15538,651,400
15539,553,423
15540,682,630
15541,566,524
15542,483,604
15543,544,373
15544,592,618
15545,579,617
15546,630,664
15547,363,524
15548,610,376
15549,513,683
15550,483,601
15551,592,612
15552,412,370
15553,412,391
15554,645,553
15555,615,582
15556,500,591
15557,566,376
15558,661,599
15559,612,579
15560,566,514
15561,600,675
15562,658,576
15563,423,651
15564,524,542
15565,653,598
15566,600,658
15567,496,348
15568,660,616
15569,582,643
15570,592,633
15571,651,378
15572,492,513
15573,650,658
15574,627,675
15575,553,348
15576,373,563
15577,592,655
15578,428,370
15579,483,515
15580,618,598
15581,614,423
15582,561,544
15583,611,684
15584,376,348
15585,657,655
15586,573,603
15587,592,678
15588,580,363
15589,412,428
15590,666,664
15591,644,579
15592,662,661
15593,566,400
15594,592,623
15595,605,680
15596,438,614
15597,542,683
15598,583,643
15599,587,423
15600,395,514
15601,374,567
15602,391,561
15603,611,654
15604,506,559
15605,676,614
15606,592,617
15607,634,563
15608,391,506
15609,614,676
15610,394,348
15611,623,677
15612,652,556
15613,684,611
15614,666,620
15615,591,634
15616,664,573
15617,428,376
15618,378,373
15619,423,436
15620,483,553
15621,587,646
15622,662,647
15623,556,673
15624,589,620
15625,659,576
15626,604,669
15627,643,627
15628,391,515
15629,661,659
15630,515,363
15631,645,637
15632,599,647
15633,580,436
15634,591,637
15635,577,675
15636,651,363
15637,394,391
15638,619,592
15639,591,566
15640,500,506
15641,575,573
15642,612,664
15643,583,640
15644,635,595
15645,598,654
15646,644,617
15647,431,606
15648,542,412
15649,395,591
15650,376,646
15651,669,561
15652,394,438
15653,643,658
15654,683,614
15655,669,363
15656,394,544
15657,665,675
15658,592,654
15659,685,619
15660,438,651
15661,465,561
15662,553,542
15663,553,561
15664,515,391
15665,663,622
15666,662,643
15667,431,561
15668,580,412
15669,480,348
15670,654,597
15671,635,650
15672,373,434
15673,542,475
15674,627,578
15675,600,632
15676,658,578
15677,400,556
15678,654,680
15679,370,373
15680,465,500
15681,461,428
15682,614,492
15683,428,391
15684,428,438
15685,376,580
15686,590,612
15687,515,465
15688,412,400
15689,578,659
15690,465,515
15691,627,632
15692,553,524
15693,653,611
15694,422,653
15695,630,682
15696,583,665
15697,348,428
15698,567,428
15699,423,614
15700,682,678
15701,395,438
15702,631,639
15703,438,348
15704,348,465
15705,561,461
15706,634,376
15707,513,567
15708,431,348
15709,599,659
15710,630,636
15711,373,514
15712,370,465
15713,640,670
15714,515,483
15715,576,583
15716,619,605
15717,662,640
15718,431,370
15719,605,677
15720,603,677
15721,561,412
15722,576,640
15723,483,542
15724,461,465
15725,651,475
15726,438,676
15727,618,422
15728,664,579
15729,627,599
15730,373,634
15731,428,436
15732,639,682
15733,618,573
15734,492,580
15735,583,600
15736,635,436
15737,615,600
15738,496,436
15739,662,627
15740,513,645
15741,625,597
15742,683,645
15743,395,553
15744,373,645
15745,561,348
15746,514,566
15747,617,648
15748,650,659
15749,592,685
15750,373,542
15751,678,574
15752,513,542
15753,622,684
15754,577,635
15755,683,591
15756,650,595
15757,412,506
15758,553,544
15759,609,626
15760,650,578
15761,542,428
15762,465,378
15763,563,427
15764,373,590
15765,465,428
15766,677,684
15767,515,348
15768,588,573
15769,576,658
15770,422,592
15771,650,661
15772,599,670
15773,542,513
15774,348,438
15775,496,566
15776,604,492
15777,400,461
15778,483,475
15779,677,611
15780,566,553
15781,412,604
15782,434,378
15783,412,431
15784,616,631
15785,515,428
15786,423,376
15787,616,663
15788,422,483
15789,675,578
15790,653,619
15791,599,643
15792,678,605
15793,436,673
15794,500,465
15795,645,376
15796,559,515
15797,604,506
15798,643,675
15799,596,609
15800,678,685
15801,589,623
15802,556,542
15803,677,573
15804,374,544
15805,573,598
15806,524,465
15807,600,681
15808,483,391
15809,378,412
15810,348,434
15811,632,600
15812,597,603
15813,635,582
15814,627,670
15815,513,475
15816,500,604
15817,577,658
15818,542,591
15819,633,579
15820,670,615
15821,436,604
15822,682,677
15823,400,601
15824,348,412
15825,636,422
15826,391,378
15827,644,553
15828,370,524
15829,544,412
15830,630,631
15831,584,631
15832,395,645
15833,542,553
15834,412,438
15835,348,427
15836,348,524
15837,542,376
15838,684,625
15839,391,669
15840,515,513
15841,637,436
15842,601,629
15843,665,658
15844,483,496
15845,348,513
15846,631,616
15847,676,492
15848,373,423
15849,500,614
15850,669,374
15851,544,348
15852,378,436
15853,475,431
15854,663,630
15855,621,574
15856,640,650
15857,480,593
15858,544,370
15859,376,634
15860,422,685
15861,542,567
15862,513,563
15863,684,630
15864,637,566
15865,603,654
15866,678,672
15867,422,682
15868,633,590
15869,683,428
15870,577,640
15871,566,637
15872,618,584
15873,680,573
15874,665,627
15875,626,630
15876,683,394
15877,661,665
15878,374,412
15879,563,645
15880,500,492
15881,107,641
15882,651,500
15883,553,683
15884,659,599
15885,561,475
15886,676,428
15887,584,422
15888,619,618
15889,492,614
15890,647,583
15891,395,604
15892,500,374
15893,653,677
15894,376,651
15895,592,621
15896,412,348
15897,676,475
15898,563,594
15899,643,595
15900,438,376
15901,580,559
15902,620,596
15903,646,591
15904,680,597
15905,465,370
15906,574,630
15907,669,395
15908,428,544
15909,438,374
15910,598,684
15911,423,558
15912,600,662
15913,679,631
15914,475,563
15915,597,680
15916,438,591
15917,675,582
15918,645,586
15919,630,617
15920,412,434
15921,650,662
15922,643,635
15923,559,434
15924,678,395
15925,669,553
15926,661,578
15927,475,561
15928,553,400
15929,370,363
15930,376,370
15931,592,630
15932,609,553
15933,583,681
15934,544,561
15935,677,636
15936,651,436
15937,515,395
15938,683,544
15939,107,649
15940,672,592
15941,566,373
15942,567,400
15943,597,592
15944,654,678
15945,395,422
15946,515,559
15947,617,589
15948,678,639
15949,566,434
15950,461,513
15951,461,376
15952,573,592
15953,553,422
15954,514,496
15955,376,567
15956,558,412
15957,634,591
